Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T16:00:00","9","4","34","0.45","29","82","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T15:00:00","6","3","27","0.43","25","92","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T14:00:00","7","5","43","0.55","28","83","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T13:00:00","7","8","45","0.56","31","73","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T12:00:00","7","9","44","0.52","30","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T11:00:00","18","26","52","0.81","67","29","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T10:00:00","13","30","47","0.55","27","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T09:00:00","10","46","50","0.55","23","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T08:00:00","7","52","50","0.57","35","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T07:00:00","5","70","54","0.63","26","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T06:00:00","3","41","43","0.58","22","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T05:00:00","3","12","34","0.47","24","9","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T04:00:00","2","6","28","0.48","23","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T03:00:00","3","4","28","0.49","24","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T02:00:00","3","8","33","0.59","27","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T01:00:00","3","15","39","0.73","46","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-05T00:00:00","6","8","37","0.63","50","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T23:00:00","7","11","44","0.59","38","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T22:00:00","9","32","57","0.72","71","7","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T21:00:00","10","45","74","0.79","91","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T20:00:00","6","15","72","0.55","39","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T19:00:00","5","12","77","0.51","38","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T18:00:00","4","47","87","0.62","48","19","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T17:00:00","2","34","79","0.55","54","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T16:00:00","2","26","68","0.55","35","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T15:00:00","1","17","60","0.53","40","43","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T14:00:00","1","20","53","0.53","43","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T13:00:00","1","31","53","0.59","34","32","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T12:00:00","1","26","44","0.46","40","35","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T11:00:00","3","30","43","0.5","44","29","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T10:00:00","6","57","51","0.69","46","17","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T09:00:00","2","61","46","0.6","27","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T08:00:00","2","76","44","0.62","26","7","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T07:00:00","2","68","43","0.57","26","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T06:00:00","1","21","33","0.47","26","7","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T05:00:00","1","4","20","0.38","27","21","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T04:00:00","1","2","16","0.37","23","28","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T03:00:00","1","2","18","0.37","22","27","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T02:00:00","1","2","19","0.38","27","26","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T01:00:00","1","1","16","0.34","25","41","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-04T00:00:00","6","2","22","0.35","27","47","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T23:00:00","7","2","20","0.36","26","52","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T22:00:00","8","2","17","0.36","22","61","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T21:00:00","7","2","17","0.34","24","72","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T20:00:00","9","2","27","0.39","21","69","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T19:00:00","9","3","32","0.41","17","68","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T18:00:00","7","3","25","0.38","17","81","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T17:00:00","6","3","23","0.38","26","86","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T16:00:00","5","3","25","0.4","23","85","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T15:00:00","3","4","22","0.39","32","79","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2018-10-03T14:00:00","2","3","21","0.4","22","73","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T13:00:00","11.5","12.7","40.2","0.42","65","47.3","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T12:00:00","6.3","21.6","43.5","0.43","41","41.3","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T11:00:00","6.8","24.8","47.3","0.49","104","36","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T10:00:00","7.6","52.4","63.1","0.49","258","16","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T09:00:00","11.7","156","57.4","0.58","148","9.8","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T08:00:00","10.3","111","46.7","0.51","19","9.1","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T07:00:00","7.8","60.7","30.8","0.44","10","8.8","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T06:00:00","5","8.3","23.9","0.27","12","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T05:00:00","4.6","1.3","12.3","0.25","11","14.9","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T04:00:00","5","1","9","0.31","13","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T03:00:00","5","1","10","0.33","22","16","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T02:00:00","5","1","11","0.34","15","14","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T01:00:00","5","3","14","0.35","17","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-10T00:00:00","5","1","16","0.33","19","16","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T23:00:00","5","2","22","0.37","24","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T22:00:00","5","4","29","0.38","33","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T21:00:00","6","6","33","0.36","22","14","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T20:00:00","6","1","16","0.26","23","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T19:00:00","6","5","17","0.26","24","54","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T18:00:00","5","1","11","0.25","26","61","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T17:00:00","5","3","11","0.25","20","68","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T16:00:00","5","5","14","0.26","16","63","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T15:00:00","5","4","11","0.25","14","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T14:00:00","7","4","10","0.23","14","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T13:00:00","5","5","12","0.25","16","61","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T12:00:00","5","5","12","0.25","29","60","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T11:00:00","6","18","27","0.45","27","34","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T10:00:00","6","30","26","0.38","21","17","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T09:00:00","6","45","28","0.41","15","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T08:00:00","7","72","27","0.41","17","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T07:00:00","6","53","21","0.37","8","9","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T06:00:00","5","7","14","0.24","10","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T05:00:00","4","1","12","0.21","10","15","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T04:00:00","4","1","7","0.21","8","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T03:00:00","4","1","6","0.22","11","22","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T02:00:00","4","1","7","0.21","9","28","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T01:00:00","4","1","4","0.2","7","51","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-09T00:00:00","5","1","4","0.2","9","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T23:00:00","4","1","2","0.2","12","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T22:00:00","5","1","4","0.2","11","64","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T21:00:00","5","1","4","0.22","7","63","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T20:00:00","5","1","5","0.22","13","62","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T19:00:00","4","2","8","0.24","16","63","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T18:00:00","4","4","9","0.24","12","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T17:00:00","4","3","9","0.25","21","68","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T16:00:00","4","3","9","0.25","13","75","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T15:00:00","5","4","12","0.3","20","73","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T14:00:00","5","5","16","0.28","13","64","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T13:00:00","5","6","17","0.31","27","67","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T12:00:00","6","6","21","1.09","37","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T11:00:00","6","16","30","0.56","29","36","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T10:00:00","6","35","39","0.37","23","14","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T09:00:00","7","29","35","0.36","19","14","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T08:00:00","6","33","37","0.38","20","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T07:00:00","5","23","37","0.34","17","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T06:00:00","5","5","25","0.25","13","19","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T05:00:00","4","2","15","0.24","9","24","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T04:00:00","4","1","9","0.21","12","29","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T03:00:00","4","1","8","0.2","12","32","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T02:00:00","4","1","10","0.21","12","25","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T01:00:00","4","1","14","0.2","11","23","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-08T00:00:00","4","1","20","0.23","16","20","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T23:00:00","4","1","22","0.23","18","24","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T22:00:00","4","1","17","0.22","12","34","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T21:00:00","5","1","12","0.2","17","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T20:00:00","5","2","27","0.25","30","29","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T19:00:00","4","1","18","0.23","38","45","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T18:00:00","4","1","14","0.2","31","55","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T17:00:00","4","3","12","0.22","44","62","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T16:00:00","4","4","13","0.22","46","67","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T15:00:00","4","3","12","0.21","32","70","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T14:00:00","5","2","6","0.23","42","72","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T13:00:00","5","2","11","0.26","42","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T12:00:00","6","2","15","0.31","31","56","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T11:00:00","5","3","19","0.33","17","45","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T10:00:00","5","10","26","0.42","18","38","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T09:00:00","5","11","23","0.27","11","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T08:00:00","5","4","17","0.23","10","41","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T07:00:00","5","3","13","0.2","14","47","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T06:00:00","6","2","11","0.19","11","51","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T05:00:00","5","2","9","0.2","14","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T04:00:00","5","1","6","0.19","11","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T03:00:00","4","1","8","0.21","7","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T02:00:00","5","1","7","0.22","9","42","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T01:00:00","5","1","10","0.21","11","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-07T00:00:00","6","3","14","0.21","15","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T23:00:00","6","1","13","0.22","23","45","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T22:00:00","8","1","26","0.5","29","35","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T21:00:00","9","4","39","0.98","28","27","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T20:00:00","8","3","38","0.88","17","27","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T19:00:00","8","3","28","0.63","15","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T18:00:00","10","4","30","1.09","22","43","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T17:00:00","12","4","26","0.72","17","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T16:00:00","12","2","12","0.22","22","67","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T15:00:00","14","3","19","0.6","23","61","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T14:00:00","13","4","29","0.92","12","47","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T13:00:00","9","3","24","0.28","14","52","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T12:00:00","10","3","20","0.24","55","58","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T11:00:00","9","5","24","0.32","23","50","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T10:00:00","8","7","25","0.34","32","45","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T09:00:00","9","7","26","0.36","31","46","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T08:00:00","7","8","31","0.38","26","27","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T07:00:00","7","4","30","0.35","19","23","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T06:00:00","7","1","23","0.5","26","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T05:00:00","6","1","19","0.59","27","22","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T04:00:00","7","1","21","0.67","27","21","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T03:00:00","7","1","24","0.73","31","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T02:00:00","7","1","28","0.74","30","15","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T01:00:00","7","2","31","0.83","42","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-06T00:00:00","7","1","30","0.85","47","14","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T23:00:00","6","3","36","0.69","44","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T22:00:00","7","1","37","0.51","49","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T21:00:00","8","2","53","0.69","42","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T20:00:00","9","1","37","0.61","39","38","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T19:00:00","8","1","26","0.32","43","57","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T18:00:00","6","2","22","0.32","37","77","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T17:00:00","7","1","17","0.31","29","83","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T16:00:00","8","3","19","0.31","29","88","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T15:00:00","8","3","17","0.31","25","93","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T14:00:00","8","3","17","0.31","31","97","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T13:00:00","8","5","25","0.32","37","86","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T12:00:00","16","11","36","0.42","60","63","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T11:00:00","16","25","46","0.9","27","30","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T10:00:00","12","51","46","0.48","26","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T09:00:00","14","84","45","0.56","34","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T08:00:00","14","100","35","0.67","26","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T07:00:00","12","55","26","0.49","17","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T06:00:00","10","11","19","0.37","14","9","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T05:00:00","9","2","15","0.4","22","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T04:00:00","10","1","11","0.47","19","18","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T03:00:00","9","1","12","0.38","26","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T02:00:00","9","2","17","0.42","23","13","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T01:00:00","9","6","22","0.42","27","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-05T00:00:00","10","10","26","0.44","36","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T23:00:00","10","21","28","0.5","40","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T22:00:00","10","28","37","0.54","41","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T21:00:00","11","21","48","0.49","27","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T20:00:00","10","1","37","0.34","50","30","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T19:00:00","9","1","37","0.35","37","37","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T18:00:00","8","2","37","0.36","49","48","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T17:00:00","8","1","10","0.27","15","76","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T16:00:00","9","2","11","0.23","24","76","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T15:00:00","10","4","17","0.25","17","72","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T14:00:00","9","7","17","0.24","13","65","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T13:00:00","10","7","16","0.27","25","60","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T12:00:00","10","4","14","0.28","28","53","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T11:00:00","10","15","27","0.33","34","40","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T10:00:00","11","28","37","0.48","32","25","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T09:00:00","10","44","38","0.5","25","12","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T08:00:00","12","103","30","0.49","64","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T07:00:00","10","49","19","0.75","12","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T06:00:00","8","11","16","0.22","11","10","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T05:00:00","9","2","11","0.2","11","11","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T04:00:00","9","1","7","0.21","9","20","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T03:00:00","8","1","7","0.22","17","22","","","","","","","","","","",""
"4","Estación Avenida Castilla","43.537940","-5.645951","2018-10-04T02:00:00","8","1","8","0.22","18","27","","","","","","","","","","",""
